"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 15 09:40:52 GMT 2024","Sat Jun 15 09:40:57 GMT 2024","4724","client app","hiddenElements.spec.ts","","","","@Web TC: Verify work of screenshot and visual comparison",""
"passed","Sat Jun 15 09:38:57 GMT 2024","Sat Jun 15 09:39:02 GMT 2024","5005","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Sat Jun 15 09:40:57 GMT 2024","Sat Jun 15 09:41:00 GMT 2024","3275","client app","uiBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"passed","Sat Jun 15 09:40:16 GMT 2024","Sat Jun 15 09:40:22 GMT 2024","5943","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_1: Verify downloading 1 file",""
"passed","Sat Jun 15 09:40:22 GMT 2024","Sat Jun 15 09:40:26 GMT 2024","4167","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_2: Verify uploading 1 file",""
"passed","Sat Jun 15 09:39:30 GMT 2024","Sat Jun 15 09:39:45 GMT 2024","15396","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Sat Jun 15 09:40:47 GMT 2024","Sat Jun 15 09:40:52 GMT 2024","5689","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hover and select needed item",""
"passed","Sat Jun 15 09:39:55 GMT 2024","Sat Jun 15 09:40:07 GMT 2024","11944","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Sat Jun 15 09:41:15 GMT 2024","Sat Jun 15 09:41:21 GMT 2024","6043","client app","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"passed","Sat Jun 15 09:40:28 GMT 2024","Sat Jun 15 09:40:29 GMT 2024","1047","setup","auth.setupNew.spec.ts","","","","default authentication for client app",""
"passed","Sat Jun 15 09:39:11 GMT 2024","Sat Jun 15 09:39:18 GMT 2024","7843","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering ZARA COAT 3",""
"passed","Sat Jun 15 09:40:30 GMT 2024","Sat Jun 15 09:40:37 GMT 2024","6997","client app","hiddenElements.spec.ts","","","","@Web TC: Verify goBack and goForward methods",""
"passed","Sat Jun 15 09:38:53 GMT 2024","Sat Jun 15 09:38:57 GMT 2024","4121","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Sat Jun 15 09:40:42 GMT 2024","Sat Jun 15 09:40:47 GMT 2024","5110","client app","hiddenElements.spec.ts","","","","@Web TC: Verify popup validation",""
"passed","Sat Jun 15 09:40:37 GMT 2024","Sat Jun 15 09:40:42 GMT 2024","4872","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hidden elements",""
"passed","Sat Jun 15 09:39:45 GMT 2024","Sat Jun 15 09:39:55 GMT 2024","10082","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Sat Jun 15 09:41:05 GMT 2024","Sat Jun 15 09:41:11 GMT 2024","5010","client app","uiBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Sat Jun 15 09:41:11 GMT 2024","Sat Jun 15 09:41:13 GMT 2024","2104","client app","uiBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"passed","Sat Jun 15 09:41:00 GMT 2024","Sat Jun 15 09:41:05 GMT 2024","4998","client app","uiBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
"passed","Sat Jun 15 09:41:13 GMT 2024","Sat Jun 15 09:41:15 GMT 2024","2566","client app","uiBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Sat Jun 15 09:41:22 GMT 2024","Sat Jun 15 09:41:22 GMT 2024","43","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
"passed","Sat Jun 15 09:39:21 GMT 2024","Sat Jun 15 09:39:30 GMT 2024","9387","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
"passed","Sat Jun 15 09:39:02 GMT 2024","Sat Jun 15 09:39:11 GMT 2024","8385","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering IPHONE 13 PRO",""
"passed","Sat Jun 15 09:40:07 GMT 2024","Sat Jun 15 09:40:16 GMT 2024","8528","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
