"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3363","@Web TC:Catch unshowing message and Verify text message","client app","Mon Dec 02 09:46:43 GMT 2024","passed","Mon Dec 02 09:46:46 GMT 2024","","uiBasics.spec.ts","",""
"","5770","@Web TC: Verify hidden elements","client app","Mon Dec 02 09:46:20 GMT 2024","passed","Mon Dec 02 09:46:26 GMT 2024","","hiddenElements.spec.ts","",""
"","7765","@Web TC: Verify goBack and goForward methods","client app","Mon Dec 02 09:46:12 GMT 2024","passed","Mon Dec 02 09:46:20 GMT 2024","","hiddenElements.spec.ts","",""
"","6897","TC 1: Fill out input text fields by data from faker lib","demoqa","Mon Dec 02 09:44:31 GMT 2024","passed","Mon Dec 02 09:44:37 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxAndFaker.spec.ts","",""
"","6461","@Web TC: Verify hover and select needed item","client app","Mon Dec 02 09:46:31 GMT 2024","passed","Mon Dec 02 09:46:37 GMT 2024","","hiddenElements.spec.ts","",""
"","6762","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Mon Dec 02 09:45:52 GMT 2024","passed","Mon Dec 02 09:45:59 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","1051","default authentication for client app","setup","Mon Dec 02 09:46:11 GMT 2024","passed","Mon Dec 02 09:46:12 GMT 2024","","auth.setupNew.spec.ts","",""
"","3005","@Web TC: Child windows handling","client app","Mon Dec 02 09:46:59 GMT 2024","passed","Mon Dec 02 09:47:02 GMT 2024","","uiBasics.spec.ts","",""
"","4528","TC_1: Verify downloading 1 file","demoqa","Mon Dec 02 09:45:59 GMT 2024","passed","Mon Dec 02 09:46:03 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","5321","@Web TC:Verify presence of iphone X in product list","client app","Mon Dec 02 09:46:46 GMT 2024","passed","Mon Dec 02 09:46:52 GMT 2024","","uiBasics.spec.ts","",""
"","7059","@Web TC: Verify UI IFrame","client app","Mon Dec 02 09:47:02 GMT 2024","passed","Mon Dec 02 09:47:09 GMT 2024","","uiFrames.spec.ts","",""
"","34","Remove ${authFile} after running client app tests","teardown","Mon Dec 02 09:47:10 GMT 2024","passed","Mon Dec 02 09:47:10 GMT 2024","Teardown","auth.tearDown.spec.ts","",""
"","16608","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Mon Dec 02 09:45:36 GMT 2024","passed","Mon Dec 02 09:45:52 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","5423","@Web TC: Retrive all card titles from home page","client app","Mon Dec 02 09:46:52 GMT 2024","passed","Mon Dec 02 09:46:57 GMT 2024","","uiBasics.spec.ts","",""
"","2281","@Web TC: Verify UI controls","client app","Mon Dec 02 09:46:57 GMT 2024","passed","Mon Dec 02 09:46:59 GMT 2024","","uiBasics.spec.ts","",""
"","5291","@Web TC: Verify popup validation","client app","Mon Dec 02 09:46:26 GMT 2024","passed","Mon Dec 02 09:46:31 GMT 2024","","hiddenElements.spec.ts","",""
"","8936","TC: E2E for ordering IPHONE 13 PRO","client app","Mon Dec 02 09:44:10 GMT 2024","passed","Mon Dec 02 09:44:19 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","9129","TC: E2E for ordering ZARA COAT 3","client app","Mon Dec 02 09:44:19 GMT 2024","passed","Mon Dec 02 09:44:28 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","5526","@Web TC: Verify work of screenshot and visual comparison","client app","Mon Dec 02 09:46:37 GMT 2024","passed","Mon Dec 02 09:46:43 GMT 2024","","hiddenElements.spec.ts","",""
"","4957","TC_2: Verify uploading 1 file","demoqa","Mon Dec 02 09:46:03 GMT 2024","passed","Mon Dec 02 09:46:08 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","5172","TC: Verify success login to client app with anshika@gmail.com and Iamking@000","client app","Mon Dec 02 09:44:05 GMT 2024","passed","Mon Dec 02 09:44:10 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","13204","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Mon Dec 02 09:44:38 GMT 2024","passed","Mon Dec 02 09:44:51 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
"","5315","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1","client app","Mon Dec 02 09:44:00 GMT 2024","passed","Mon Dec 02 09:44:05 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","44848","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Mon Dec 02 09:44:51 GMT 2024","passed","Mon Dec 02 09:45:36 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
