"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 08 09:05:47 GMT 2023","Fri Dec 08 09:05:54 GMT 2023","7155","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
"passed","Fri Dec 08 09:07:33 GMT 2023","Fri Dec 08 09:07:35 GMT 2023","2260","client app","UIBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"passed","Fri Dec 08 09:05:28 GMT 2023","Fri Dec 08 09:05:36 GMT 2023","7951","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering iphone 13 pro",""
"passed","Fri Dec 08 09:05:18 GMT 2023","Fri Dec 08 09:05:24 GMT 2023","6139","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Fri Dec 08 09:05:36 GMT 2023","Fri Dec 08 09:05:45 GMT 2023","8674","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering zara coat 3",""
"passed","Fri Dec 08 09:05:24 GMT 2023","Fri Dec 08 09:05:28 GMT 2023","4265","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Fri Dec 08 09:07:11 GMT 2023","Fri Dec 08 09:07:16 GMT 2023","4617","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hover and select needed item",""
"passed","Fri Dec 08 09:07:16 GMT 2023","Fri Dec 08 09:07:21 GMT 2023","4957","client app","hiddenElements.spec.ts","","","","@Web TC: Verify work of screenshot and visual comparison",""
"passed","Fri Dec 08 09:07:44 GMT 2023","Fri Dec 08 09:07:44 GMT 2023","30","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
"passed","Fri Dec 08 09:07:02 GMT 2023","Fri Dec 08 09:07:06 GMT 2023","4824","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hidden elements",""
"passed","Fri Dec 08 09:07:21 GMT 2023","Fri Dec 08 09:07:24 GMT 2023","3204","client app","UIBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"passed","Fri Dec 08 09:06:53 GMT 2023","Fri Dec 08 09:06:54 GMT 2023","1016","setup","auth.setupNew.spec.ts","","","","default authentication for client app",""
"passed","Fri Dec 08 09:07:06 GMT 2023","Fri Dec 08 09:07:11 GMT 2023","4799","client app","hiddenElements.spec.ts","","","","@Web TC: Verify popup validation",""
"passed","Fri Dec 08 09:07:35 GMT 2023","Fri Dec 08 09:07:38 GMT 2023","2478","client app","UIBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Fri Dec 08 09:07:29 GMT 2023","Fri Dec 08 09:07:33 GMT 2023","4400","client app","UIBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Fri Dec 08 09:07:38 GMT 2023","Fri Dec 08 09:07:44 GMT 2023","5768","client app","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"passed","Fri Dec 08 09:06:09 GMT 2023","Fri Dec 08 09:06:51 GMT 2023","42054","demoqa","../tests-demoqa/textBoxKeysAndShort.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Fri Dec 08 09:05:54 GMT 2023","Fri Dec 08 09:06:09 GMT 2023","14787","demoqa","../tests-demoqa/textBoxKeysAndShort.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Fri Dec 08 09:06:55 GMT 2023","Fri Dec 08 09:07:02 GMT 2023","6716","client app","hiddenElements.spec.ts","","","","@Web TC: Verify goBack and goForward methods",""
"passed","Fri Dec 08 09:07:24 GMT 2023","Fri Dec 08 09:07:29 GMT 2023","4882","client app","UIBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
