"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5219","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1","client app","Tue Dec 03 09:43:55 GMT 2024","passed","Tue Dec 03 09:44:00 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","12619","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Tue Dec 03 09:45:43 GMT 2024","passed","Tue Dec 03 09:45:55 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","3181","TC_2: Verify uploading 1 file","demoqa","Tue Dec 03 09:47:21 GMT 2024","passed","Tue Dec 03 09:47:24 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","7174","@Web TC: Verify UI IFrame","client app","Tue Dec 03 09:48:22 GMT 2024","passed","Tue Dec 03 09:48:29 GMT 2024","","uiFrames.spec.ts","",""
"","4753","@Web TC:Verify presence of iphone X in product list","client app","Tue Dec 03 09:48:07 GMT 2024","passed","Tue Dec 03 09:48:12 GMT 2024","","uiBasics.spec.ts","",""
"","2163","@Web TC: Verify UI controls","client app","Tue Dec 03 09:48:17 GMT 2024","passed","Tue Dec 03 09:48:19 GMT 2024","","uiBasics.spec.ts","",""
"","35","Remove ${authFile} after running client app tests","teardown","Tue Dec 03 09:48:30 GMT 2024","passed","Tue Dec 03 09:48:30 GMT 2024","Teardown","auth.tearDown.spec.ts","",""
"","36867","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Tue Dec 03 09:45:55 GMT 2024","passed","Tue Dec 03 09:46:32 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","8400","TC: E2E for ordering ZARA COAT 3","client app","Tue Dec 03 09:44:12 GMT 2024","passed","Tue Dec 03 09:44:21 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","7927","TC: E2E for ordering IPHONE 13 PRO","client app","Tue Dec 03 09:44:04 GMT 2024","passed","Tue Dec 03 09:44:12 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","3341","@Web TC:Catch unshowing message and Verify text message","client app","Tue Dec 03 09:48:04 GMT 2024","passed","Tue Dec 03 09:48:07 GMT 2024","","uiBasics.spec.ts","",""
"","5802","@Web TC: Verify hover and select needed item","client app","Tue Dec 03 09:47:53 GMT 2024","passed","Tue Dec 03 09:47:59 GMT 2024","","hiddenElements.spec.ts","",""
"","7395","TC 1: Fill out input text fields by data from faker lib","demoqa","Tue Dec 03 09:44:23 GMT 2024","passed","Tue Dec 03 09:44:30 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxAndFaker.spec.ts","",""
"","7845","@Web TC: Verify goBack and goForward methods","client app","Tue Dec 03 09:47:27 GMT 2024","passed","Tue Dec 03 09:47:35 GMT 2024","","hiddenElements.spec.ts","",""
"","60591","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Tue Dec 03 09:44:30 GMT 2024","passed","Tue Dec 03 09:45:31 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
"","5130","@Web TC: Verify work of screenshot and visual comparison","client app","Tue Dec 03 09:47:59 GMT 2024","passed","Tue Dec 03 09:48:04 GMT 2024","","hiddenElements.spec.ts","",""
"","13085","@Web TC: Verify hidden elements","client app","Tue Dec 03 09:47:35 GMT 2024","passed","Tue Dec 03 09:47:48 GMT 2024","","hiddenElements.spec.ts","",""
"","2881","@Web TC: Child windows handling","client app","Tue Dec 03 09:48:19 GMT 2024","passed","Tue Dec 03 09:48:22 GMT 2024","","uiBasics.spec.ts","",""
"","956","default authentication for client app","setup","Tue Dec 03 09:47:26 GMT 2024","passed","Tue Dec 03 09:47:27 GMT 2024","","auth.setupNew.spec.ts","",""
"","48922","TC_1: Verify downloading 1 file","demoqa","Tue Dec 03 09:46:32 GMT 2024","passed","Tue Dec 03 09:47:21 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","4057","TC: Verify success login to client app with anshika@gmail.com and Iamking@000","client app","Tue Dec 03 09:44:00 GMT 2024","passed","Tue Dec 03 09:44:04 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","4954","@Web TC: Retrive all card titles from home page","client app","Tue Dec 03 09:48:12 GMT 2024","passed","Tue Dec 03 09:48:17 GMT 2024","","uiBasics.spec.ts","",""
"","4634","@Web TC: Verify popup validation","client app","Tue Dec 03 09:47:48 GMT 2024","passed","Tue Dec 03 09:47:53 GMT 2024","","hiddenElements.spec.ts","",""
"","11839","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Tue Dec 03 09:45:31 GMT 2024","passed","Tue Dec 03 09:45:43 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
