"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6501","@Web TC: Verify hover and select needed item","client app","Thu Nov 28 09:46:21 GMT 2024","passed","Thu Nov 28 09:46:28 GMT 2024","","hiddenElements.spec.ts","",""
"","5423","TC_1: Verify downloading 1 file","demoqa","Thu Nov 28 09:45:19 GMT 2024","passed","Thu Nov 28 09:45:24 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","9606","TC 1: Fill out input text fields by data from faker lib","demoqa","Thu Nov 28 09:43:58 GMT 2024","passed","Thu Nov 28 09:44:08 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxAndFaker.spec.ts","",""
"","3324","@Web TC:Catch unshowing message and Verify text message","client app","Thu Nov 28 09:46:33 GMT 2024","passed","Thu Nov 28 09:46:37 GMT 2024","","uiBasics.spec.ts","",""
"","6928","@Web TC: Verify UI IFrame","client app","Thu Nov 28 09:46:53 GMT 2024","passed","Thu Nov 28 09:47:00 GMT 2024","","uiFrames.spec.ts","",""
"","8040","@Web TC: Verify goBack and goForward methods","client app","Thu Nov 28 09:46:02 GMT 2024","passed","Thu Nov 28 09:46:10 GMT 2024","","hiddenElements.spec.ts","",""
"","5463","@Web TC: Retrive all card titles from home page","client app","Thu Nov 28 09:46:42 GMT 2024","passed","Thu Nov 28 09:46:48 GMT 2024","","uiBasics.spec.ts","",""
"","33941","TC_2: Verify uploading 1 file","demoqa","Thu Nov 28 09:45:24 GMT 2024","passed","Thu Nov 28 09:45:58 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","23484","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Thu Nov 28 09:44:08 GMT 2024","passed","Thu Nov 28 09:44:32 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
"","5138","TC: Verify success login to client app with anshika@gmail.com and Iamking@000","client app","Thu Nov 28 09:43:33 GMT 2024","passed","Thu Nov 28 09:43:39 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","1146","default authentication for client app","setup","Thu Nov 28 09:46:00 GMT 2024","passed","Thu Nov 28 09:46:02 GMT 2024","","auth.setupNew.spec.ts","",""
"","12083","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Thu Nov 28 09:45:07 GMT 2024","passed","Thu Nov 28 09:45:19 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","9059","TC: E2E for ordering ZARA COAT 3","client app","Thu Nov 28 09:43:47 GMT 2024","passed","Thu Nov 28 09:43:56 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","8703","TC: E2E for ordering IPHONE 13 PRO","client app","Thu Nov 28 09:43:39 GMT 2024","passed","Thu Nov 28 09:43:47 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","5396","@Web TC:Verify presence of iphone X in product list","client app","Thu Nov 28 09:46:37 GMT 2024","passed","Thu Nov 28 09:46:42 GMT 2024","","uiBasics.spec.ts","",""
"","21107","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Thu Nov 28 09:44:46 GMT 2024","passed","Thu Nov 28 09:45:07 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","9787","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1","client app","Thu Nov 28 09:43:24 GMT 2024","passed","Thu Nov 28 09:43:33 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","33","Remove ${authFile} after running client app tests","teardown","Thu Nov 28 09:47:00 GMT 2024","passed","Thu Nov 28 09:47:00 GMT 2024","Teardown","auth.tearDown.spec.ts","",""
"","5594","@Web TC: Verify work of screenshot and visual comparison","client app","Thu Nov 28 09:46:28 GMT 2024","passed","Thu Nov 28 09:46:33 GMT 2024","","hiddenElements.spec.ts","",""
"","5827","@Web TC: Verify hidden elements","client app","Thu Nov 28 09:46:10 GMT 2024","passed","Thu Nov 28 09:46:16 GMT 2024","","hiddenElements.spec.ts","",""
"","5487","@Web TC: Verify popup validation","client app","Thu Nov 28 09:46:16 GMT 2024","passed","Thu Nov 28 09:46:21 GMT 2024","","hiddenElements.spec.ts","",""
"","2905","@Web TC: Child windows handling","client app","Thu Nov 28 09:46:50 GMT 2024","passed","Thu Nov 28 09:46:53 GMT 2024","","uiBasics.spec.ts","",""
"","14106","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Thu Nov 28 09:44:32 GMT 2024","passed","Thu Nov 28 09:44:46 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
"","2280","@Web TC: Verify UI controls","client app","Thu Nov 28 09:46:48 GMT 2024","passed","Thu Nov 28 09:46:50 GMT 2024","","uiBasics.spec.ts","",""
