"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3346","@Web TC:Catch unshowing message and Verify text message","client app","Thu Dec 05 09:46:58 GMT 2024","passed","Thu Dec 05 09:47:01 GMT 2024","","uiBasics.spec.ts","",""
"","6541","TC 1: Fill out input text fields by data from faker lib","demoqa","Thu Dec 05 09:43:22 GMT 2024","passed","Thu Dec 05 09:43:29 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxAndFaker.spec.ts","",""
"","2284","@Web TC: Verify UI controls","client app","Thu Dec 05 09:47:12 GMT 2024","passed","Thu Dec 05 09:47:15 GMT 2024","","uiBasics.spec.ts","",""
"","3041","@Web TC: Child windows handling","client app","Thu Dec 05 09:47:15 GMT 2024","passed","Thu Dec 05 09:47:18 GMT 2024","","uiBasics.spec.ts","",""
"","4545","TC_2: Verify uploading 1 file","demoqa","Thu Dec 05 09:46:21 GMT 2024","passed","Thu Dec 05 09:46:25 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","7183","@Web TC: Verify UI IFrame","client app","Thu Dec 05 09:47:18 GMT 2024","passed","Thu Dec 05 09:47:25 GMT 2024","","uiFrames.spec.ts","",""
"","7840","@Web TC: Verify goBack and goForward methods","client app","Thu Dec 05 09:46:29 GMT 2024","passed","Thu Dec 05 09:46:36 GMT 2024","","hiddenElements.spec.ts","",""
"","5025","@Web TC: Verify work of screenshot and visual comparison","client app","Thu Dec 05 09:46:53 GMT 2024","passed","Thu Dec 05 09:46:58 GMT 2024","","hiddenElements.spec.ts","",""
"","5150","TC: Verify success login to client app with anshika@gmail.com and Iamking@000","client app","Thu Dec 05 09:42:57 GMT 2024","passed","Thu Dec 05 09:43:02 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","33","Remove ${authFile} after running client app tests","teardown","Thu Dec 05 09:47:26 GMT 2024","passed","Thu Dec 05 09:47:26 GMT 2024","Teardown","auth.tearDown.spec.ts","",""
"","5559","@Web TC:Verify presence of iphone X in product list","client app","Thu Dec 05 09:47:01 GMT 2024","passed","Thu Dec 05 09:47:07 GMT 2024","","uiBasics.spec.ts","",""
"","4993","@Web TC: Verify popup validation","client app","Thu Dec 05 09:46:41 GMT 2024","passed","Thu Dec 05 09:46:46 GMT 2024","","hiddenElements.spec.ts","",""
"","6515","@Web TC: Verify hover and select needed item","client app","Thu Dec 05 09:46:46 GMT 2024","passed","Thu Dec 05 09:46:53 GMT 2024","","hiddenElements.spec.ts","",""
"","5439","@Web TC: Retrive all card titles from home page","client app","Thu Dec 05 09:47:07 GMT 2024","passed","Thu Dec 05 09:47:12 GMT 2024","","uiBasics.spec.ts","",""
"","12727","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Thu Dec 05 09:44:29 GMT 2024","passed","Thu Dec 05 09:44:41 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","17078","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Thu Dec 05 09:43:29 GMT 2024","passed","Thu Dec 05 09:43:46 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
"","9212","TC: E2E for ordering IPHONE 13 PRO","client app","Thu Dec 05 09:43:02 GMT 2024","passed","Thu Dec 05 09:43:11 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","4978","@Web TC: Verify hidden elements","client app","Thu Dec 05 09:46:36 GMT 2024","passed","Thu Dec 05 09:46:41 GMT 2024","","hiddenElements.spec.ts","",""
"","42623","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Thu Dec 05 09:43:46 GMT 2024","passed","Thu Dec 05 09:44:29 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
"","42803","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Thu Dec 05 09:44:41 GMT 2024","passed","Thu Dec 05 09:45:24 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","56608","TC_1: Verify downloading 1 file","demoqa","Thu Dec 05 09:45:24 GMT 2024","passed","Thu Dec 05 09:46:21 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","5897","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1","client app","Thu Dec 05 09:42:51 GMT 2024","passed","Thu Dec 05 09:42:57 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","1088","default authentication for client app","setup","Thu Dec 05 09:46:27 GMT 2024","passed","Thu Dec 05 09:46:28 GMT 2024","","auth.setupNew.spec.ts","",""
"","8909","TC: E2E for ordering ZARA COAT 3","client app","Thu Dec 05 09:43:11 GMT 2024","passed","Thu Dec 05 09:43:20 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
