"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 20 09:41:49 GMT 2023","Mon Nov 20 09:41:54 GMT 2023","5651","chromium","networkTest.spec.ts","","","","TC: Verify absence of order via intercepted request",""
"passed","Mon Nov 20 09:41:32 GMT 2023","Mon Nov 20 09:41:37 GMT 2023","4929","chromium","hiddenElements.spec.ts","","","","TC: Verify hover and select needed item",""
"passed","Mon Nov 20 09:38:35 GMT 2023","Mon Nov 20 09:38:50 GMT 2023","14160","chromium","apiWebPart1.spec.ts","","","","E2E for ordering IPHONE 13 PRO cell phone with mix UI and API",""
"passed","Mon Nov 20 09:42:13 GMT 2023","Mon Nov 20 09:42:20 GMT 2023","6635","chromium","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"skipped","Mon Nov 20 09:41:16 GMT 2023","Mon Nov 20 09:41:16 GMT 2023","0","chromium","ClientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Mon Nov 20 09:42:02 GMT 2023","Mon Nov 20 09:42:08 GMT 2023","6003","chromium","UIBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Mon Nov 20 09:41:45 GMT 2023","Mon Nov 20 09:41:49 GMT 2023","3357","chromium","mytest.spec.ts","","","","TC: Verify success login",""
"skipped","Mon Nov 20 09:41:54 GMT 2023","Mon Nov 20 09:41:54 GMT 2023","0","chromium","networkTest2.spec.ts","","","","TC: Verify order by unauthorized user. Security check",""
"passed","Mon Nov 20 09:41:42 GMT 2023","Mon Nov 20 09:41:45 GMT 2023","3166","chromium","locators.spec.ts","","","","TC: Add product to cart via LOCATORS",""
"skipped","Mon Nov 20 09:41:42 GMT 2023","Mon Nov 20 09:41:42 GMT 2023","1","chromium","hiddenElements.spec.ts","","","","TC: Capture and compare screenshots",""
"passed","Mon Nov 20 09:41:16 GMT 2023","Mon Nov 20 09:41:23 GMT 2023","7167","chromium","hiddenElements.spec.ts","","","","TC: Verify goBack and goForward methods",""
"passed","Mon Nov 20 09:41:58 GMT 2023","Mon Nov 20 09:42:02 GMT 2023","4470","chromium","UIBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
"passed","Mon Nov 20 09:38:34 GMT 2023","Mon Nov 20 09:38:35 GMT 2023","1225","setup","auth.setupNew.spec.ts","","","","authenticate default for client app",""
"broken","Mon Nov 20 09:40:45 GMT 2023","Mon Nov 20 09:41:16 GMT 2023","31257","chromium","ClientApp.spec.ts","","","","TC: E2E for ordering IPHONE 13 PRO cell phone",""
"passed","Mon Nov 20 09:39:03 GMT 2023","Mon Nov 20 09:39:04 GMT 2023","1008","chromium","apiWebPart2.spec.ts","","","","TC: Verify success login",""
"passed","Mon Nov 20 09:39:05 GMT 2023","Mon Nov 20 09:39:09 GMT 2023","3476","chromium","ClientApp.spec.ts","","","","TC: Verify success login to client app",""
"passed","Mon Nov 20 09:42:08 GMT 2023","Mon Nov 20 09:42:11 GMT 2023","2385","chromium","UIBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"skipped","Mon Nov 20 09:41:16 GMT 2023","Mon Nov 20 09:41:16 GMT 2023","0","chromium","ClientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"skipped","Mon Nov 20 09:41:16 GMT 2023","Mon Nov 20 09:41:16 GMT 2023","0","chromium","ClientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering zara coat 3",""
"passed","Mon Nov 20 09:41:23 GMT 2023","Mon Nov 20 09:41:28 GMT 2023","4729","chromium","hiddenElements.spec.ts","","","","TC: Verify hidden elements",""
"passed","Mon Nov 20 09:39:04 GMT 2023","Mon Nov 20 09:39:05 GMT 2023","954","chromium","auth.setupNew.spec.ts","","","","authenticate default for client app",""
"passed","Mon Nov 20 09:41:37 GMT 2023","Mon Nov 20 09:41:42 GMT 2023","5090","chromium","hiddenElements.spec.ts","","","","TC: Verify work of screenshot and visual comparison",""
"passed","Mon Nov 20 09:41:54 GMT 2023","Mon Nov 20 09:41:58 GMT 2023","3184","chromium","UIBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"skipped","Mon Nov 20 09:41:16 GMT 2023","Mon Nov 20 09:41:16 GMT 2023","0","chromium","ClientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering iphone 13 pro",""
"passed","Mon Nov 20 09:41:28 GMT 2023","Mon Nov 20 09:41:32 GMT 2023","4139","chromium","hiddenElements.spec.ts","","","","TC: Verify popup validation",""
"passed","Mon Nov 20 09:42:11 GMT 2023","Mon Nov 20 09:42:13 GMT 2023","2630","chromium","UIBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Mon Nov 20 09:38:50 GMT 2023","Mon Nov 20 09:39:03 GMT 2023","13828","chromium","apiWebPart2.spec.ts","","","","E2E iphone ordering with separate auth approach",""
