"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 11 09:40:13 GMT 2024","Thu Jan 11 09:40:22 GMT 2024","9174","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Thu Jan 11 09:42:01 GMT 2024","Thu Jan 11 09:42:06 GMT 2024","5048","client app","uiBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
"passed","Thu Jan 11 09:38:44 GMT 2024","Thu Jan 11 09:38:53 GMT 2024","9407","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering IPHONE 13 PRO",""
"passed","Thu Jan 11 09:42:14 GMT 2024","Thu Jan 11 09:42:17 GMT 2024","3108","client app","uiBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Thu Jan 11 09:41:27 GMT 2024","Thu Jan 11 09:41:35 GMT 2024","7431","client app","hiddenElements.spec.ts","","","","@Web TC: Verify goBack and goForward methods",""
"passed","Thu Jan 11 09:40:37 GMT 2024","Thu Jan 11 09:41:14 GMT 2024","37640","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Thu Jan 11 09:42:17 GMT 2024","Thu Jan 11 09:42:25 GMT 2024","7445","client app","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"passed","Thu Jan 11 09:38:53 GMT 2024","Thu Jan 11 09:39:03 GMT 2024","9788","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering ZARA COAT 3",""
"passed","Thu Jan 11 09:41:40 GMT 2024","Thu Jan 11 09:41:46 GMT 2024","5446","client app","hiddenElements.spec.ts","","","","@Web TC: Verify popup validation",""
"passed","Thu Jan 11 09:39:13 GMT 2024","Thu Jan 11 09:40:13 GMT 2024","59699","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Thu Jan 11 09:42:11 GMT 2024","Thu Jan 11 09:42:14 GMT 2024","2627","client app","uiBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"passed","Thu Jan 11 09:39:06 GMT 2024","Thu Jan 11 09:39:13 GMT 2024","7328","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
"passed","Thu Jan 11 09:41:46 GMT 2024","Thu Jan 11 09:41:53 GMT 2024","7104","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hover and select needed item",""
"passed","Thu Jan 11 09:42:06 GMT 2024","Thu Jan 11 09:42:11 GMT 2024","5099","client app","uiBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Thu Jan 11 09:42:25 GMT 2024","Thu Jan 11 09:42:25 GMT 2024","37","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
"passed","Thu Jan 11 09:41:58 GMT 2024","Thu Jan 11 09:42:01 GMT 2024","3380","client app","uiBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"passed","Thu Jan 11 09:38:33 GMT 2024","Thu Jan 11 09:38:40 GMT 2024","6747","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Thu Jan 11 09:41:18 GMT 2024","Thu Jan 11 09:41:23 GMT 2024","5471","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_2: Verify uploading 1 file",""
"passed","Thu Jan 11 09:40:22 GMT 2024","Thu Jan 11 09:40:37 GMT 2024","14741","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Thu Jan 11 09:41:53 GMT 2024","Thu Jan 11 09:41:58 GMT 2024","5036","client app","hiddenElements.spec.ts","","","","@Web TC: Verify work of screenshot and visual comparison",""
"passed","Thu Jan 11 09:41:26 GMT 2024","Thu Jan 11 09:41:27 GMT 2024","1185","setup","auth.setupNew.spec.ts","","","","default authentication for client app",""
"passed","Thu Jan 11 09:41:35 GMT 2024","Thu Jan 11 09:41:40 GMT 2024","5483","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hidden elements",""
"passed","Thu Jan 11 09:38:40 GMT 2024","Thu Jan 11 09:38:44 GMT 2024","3941","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Thu Jan 11 09:41:14 GMT 2024","Thu Jan 11 09:41:18 GMT 2024","3693","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_1: Verify downloading 1 file",""
