"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 12 10:42:38 GMT 2023","Tue Dec 12 10:42:47 GMT 2023","9036","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering iphone 13 pro",""
"passed","Tue Dec 12 10:49:30 GMT 2023","Tue Dec 12 10:51:18 GMT 2023","108388","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Tue Dec 12 10:42:26 GMT 2023","Tue Dec 12 10:42:28 GMT 2023","1283","setup","auth.setupNew.spec.ts","","","","default authentication for client app",""
"passed","Tue Dec 12 10:42:33 GMT 2023","Tue Dec 12 10:42:38 GMT 2023","4998","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Tue Dec 12 10:51:18 GMT 2023","Tue Dec 12 10:51:27 GMT 2023","8175","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Tue Dec 12 10:42:57 GMT 2023","Tue Dec 12 10:42:57 GMT 2023","35","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
"failed","Tue Dec 12 10:47:47 GMT 2023","Tue Dec 12 10:49:29 GMT 2023","102349","demoqa","../tests-demoqa/textBoxKeysAndShort.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Tue Dec 12 10:42:28 GMT 2023","Tue Dec 12 10:42:33 GMT 2023","5013","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Tue Dec 12 10:42:47 GMT 2023","Tue Dec 12 10:42:57 GMT 2023","9521","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering zara coat 3",""
"failed","Tue Dec 12 10:45:06 GMT 2023","Tue Dec 12 10:45:14 GMT 2023","8771","demoqa","../tests-demoqa/textBoxKeysAndShort.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Tue Dec 12 10:42:59 GMT 2023","Tue Dec 12 10:43:07 GMT 2023","7951","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
