"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 16 09:42:12 GMT 2024","Sun Jun 16 09:42:17 GMT 2024","5395","client app","hiddenElements.spec.ts","","","","@Web TC: Verify work of screenshot and visual comparison",""
"passed","Sun Jun 16 09:41:18 GMT 2024","Sun Jun 16 09:41:30 GMT 2024","11355","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Sun Jun 16 09:41:55 GMT 2024","Sun Jun 16 09:42:00 GMT 2024","5416","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hidden elements",""
"passed","Sun Jun 16 09:39:38 GMT 2024","Sun Jun 16 09:39:47 GMT 2024","8565","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering IPHONE 13 PRO",""
"passed","Sun Jun 16 09:40:21 GMT 2024","Sun Jun 16 09:40:34 GMT 2024","12635","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Sun Jun 16 09:42:31 GMT 2024","Sun Jun 16 09:42:33 GMT 2024","2335","client app","uiBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"passed","Sun Jun 16 09:41:47 GMT 2024","Sun Jun 16 09:41:55 GMT 2024","7504","client app","hiddenElements.spec.ts","","","","@Web TC: Verify goBack and goForward methods",""
"passed","Sun Jun 16 09:42:17 GMT 2024","Sun Jun 16 09:42:20 GMT 2024","3332","client app","uiBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"passed","Sun Jun 16 09:42:36 GMT 2024","Sun Jun 16 09:42:43 GMT 2024","6445","client app","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"passed","Sun Jun 16 09:42:26 GMT 2024","Sun Jun 16 09:42:31 GMT 2024","5447","client app","uiBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Sun Jun 16 09:41:37 GMT 2024","Sun Jun 16 09:41:43 GMT 2024","6041","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_2: Verify uploading 1 file",""
"passed","Sun Jun 16 09:39:47 GMT 2024","Sun Jun 16 09:39:55 GMT 2024","8522","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering ZARA COAT 3",""
"passed","Sun Jun 16 09:42:05 GMT 2024","Sun Jun 16 09:42:12 GMT 2024","6217","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hover and select needed item",""
"passed","Sun Jun 16 09:42:20 GMT 2024","Sun Jun 16 09:42:26 GMT 2024","5381","client app","uiBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
"passed","Sun Jun 16 09:39:27 GMT 2024","Sun Jun 16 09:39:33 GMT 2024","5680","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Sun Jun 16 09:39:57 GMT 2024","Sun Jun 16 09:40:07 GMT 2024","9588","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
"passed","Sun Jun 16 09:40:34 GMT 2024","Sun Jun 16 09:41:18 GMT 2024","44255","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Sun Jun 16 09:42:43 GMT 2024","Sun Jun 16 09:42:43 GMT 2024","38","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
"passed","Sun Jun 16 09:39:33 GMT 2024","Sun Jun 16 09:39:38 GMT 2024","5082","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Sun Jun 16 09:40:07 GMT 2024","Sun Jun 16 09:40:21 GMT 2024","14477","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Sun Jun 16 09:41:46 GMT 2024","Sun Jun 16 09:41:47 GMT 2024","1133","setup","auth.setupNew.spec.ts","","","","default authentication for client app",""
"passed","Sun Jun 16 09:42:33 GMT 2024","Sun Jun 16 09:42:36 GMT 2024","2739","client app","uiBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Sun Jun 16 09:42:00 GMT 2024","Sun Jun 16 09:42:05 GMT 2024","5268","client app","hiddenElements.spec.ts","","","","@Web TC: Verify popup validation",""
"passed","Sun Jun 16 09:41:30 GMT 2024","Sun Jun 16 09:41:37 GMT 2024","7777","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_1: Verify downloading 1 file",""
