"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33","Remove ${authFile} after running client app tests","teardown","Sun Nov 03 09:44:00 GMT 2024","passed","Sun Nov 03 09:44:00 GMT 2024","Teardown","auth.tearDown.spec.ts","",""
"","3520","TC_1: Verify downloading 1 file","demoqa","Sun Nov 03 09:42:23 GMT 2024","passed","Sun Nov 03 09:42:27 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","4079","TC: Verify success login to client app with anshika@gmail.com and Iamking@000","client app","Sun Nov 03 09:40:22 GMT 2024","passed","Sun Nov 03 09:40:26 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","5598","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Sun Nov 03 09:42:18 GMT 2024","passed","Sun Nov 03 09:42:23 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","1080","default authentication for client app","setup","Sun Nov 03 09:43:02 GMT 2024","passed","Sun Nov 03 09:43:03 GMT 2024","","auth.setupNew.spec.ts","",""
"","8160","TC 1: Fill out input text fields by data from faker lib","demoqa","Sun Nov 03 09:40:46 GMT 2024","passed","Sun Nov 03 09:40:54 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxAndFaker.spec.ts","",""
"","6455","@Web TC: Verify UI IFrame","client app","Sun Nov 03 09:43:52 GMT 2024","passed","Sun Nov 03 09:43:59 GMT 2024","","uiFrames.spec.ts","",""
"","5403","@Web TC: Retrive all card titles from home page","client app","Sun Nov 03 09:43:42 GMT 2024","passed","Sun Nov 03 09:43:47 GMT 2024","","uiBasics.spec.ts","",""
"","5548","@Web TC: Verify hidden elements","client app","Sun Nov 03 09:43:11 GMT 2024","passed","Sun Nov 03 09:43:17 GMT 2024","","hiddenElements.spec.ts","",""
"","32867","TC_2: Verify uploading 1 file","demoqa","Sun Nov 03 09:42:27 GMT 2024","passed","Sun Nov 03 09:43:00 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","4279","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1","client app","Sun Nov 03 09:40:18 GMT 2024","passed","Sun Nov 03 09:40:22 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","2845","@Web TC: Child windows handling","client app","Sun Nov 03 09:43:50 GMT 2024","passed","Sun Nov 03 09:43:52 GMT 2024","","uiBasics.spec.ts","",""
"","8734","TC: E2E for ordering ZARA COAT 3","client app","Sun Nov 03 09:40:35 GMT 2024","passed","Sun Nov 03 09:40:44 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","5587","@Web TC: Verify work of screenshot and visual comparison","client app","Sun Nov 03 09:43:28 GMT 2024","passed","Sun Nov 03 09:43:33 GMT 2024","","hiddenElements.spec.ts","",""
"","63960","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Sun Nov 03 09:40:54 GMT 2024","passed","Sun Nov 03 09:41:58 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
"","5641","@Web TC: Verify hover and select needed item","client app","Sun Nov 03 09:43:22 GMT 2024","passed","Sun Nov 03 09:43:28 GMT 2024","","hiddenElements.spec.ts","",""
"","5277","@Web TC:Verify presence of iphone X in product list","client app","Sun Nov 03 09:43:37 GMT 2024","passed","Sun Nov 03 09:43:42 GMT 2024","","uiBasics.spec.ts","",""
"","5269","@Web TC: Verify popup validation","client app","Sun Nov 03 09:43:17 GMT 2024","passed","Sun Nov 03 09:43:22 GMT 2024","","hiddenElements.spec.ts","",""
"","8246","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Sun Nov 03 09:41:58 GMT 2024","passed","Sun Nov 03 09:42:06 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
"","8597","TC: E2E for ordering IPHONE 13 PRO","client app","Sun Nov 03 09:40:26 GMT 2024","passed","Sun Nov 03 09:40:35 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","3419","@Web TC:Catch unshowing message and Verify text message","client app","Sun Nov 03 09:43:33 GMT 2024","passed","Sun Nov 03 09:43:37 GMT 2024","","uiBasics.spec.ts","",""
"","2369","@Web TC: Verify UI controls","client app","Sun Nov 03 09:43:47 GMT 2024","passed","Sun Nov 03 09:43:50 GMT 2024","","uiBasics.spec.ts","",""
"","7603","@Web TC: Verify goBack and goForward methods","client app","Sun Nov 03 09:43:03 GMT 2024","passed","Sun Nov 03 09:43:11 GMT 2024","","hiddenElements.spec.ts","",""
"","11501","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Sun Nov 03 09:42:06 GMT 2024","passed","Sun Nov 03 09:42:18 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
